index,epsilon,pvalue,product,gene
NTC_1574,0.101366666667,0.505006318694,0.0300758131475,NTC
MAPK11,0.104226666667,0.514916432345,0.0300447175102,MAPK11
NTC_542,0.210596666667,0.720338198663,0.0300023496995,NTC
PCTP,0.26837,0.774095126566,0.0298442647728,PCTP
NTC_1637,0.106556666667,0.524925849347,0.0298254284174,NTC
NTC_2211,0.299603333333,0.795445187509,0.0297774978003,NTC
NEK1,0.198736666667,0.708822617223,0.0297036657986,NEK1
NTC_2061,0.26395,0.771732860816,0.0297030871593,NTC
NTC_1889,0.12825,0.587003958959,0.0296717878652,NTC
NTC_1457,0.208076666667,0.720338198663,0.0296433415422,NTC
NTC_753,0.139346666667,0.612753041215,0.0296410599519,NTC
CALM1,0.0460956666667,0.2275365975,0.0296371508251,CALM1
NTC_348,0.263006666667,0.771732860816,0.0295969310228,NTC
NTC_685,0.0313536666667,0.114068375418,0.029561326276,NTC
NTC_1229,0.340203333333,0.819347983096,0.0294383425041,NTC
NTC_1710,0.106316666667,0.528957484057,0.0294049822057,NTC
NTC_226,0.259456666667,0.771732860816,0.0291974388485,NTC
NTC_1069,0.259413333333,0.771732860816,0.0291925624182,NTC
NMT2,0.017407,0.0211420312829,0.0291541711999,NMT2
NAGA,0.250116666667,0.764659651619,0.0291465517266,NAGA
MAPK10,0.0684766666667,0.375748232751,0.0291096400829,MAPK10
NTC_1373,0.21693,0.734241201619,0.0291035997252,NTC
ADRB3,0.228553333333,0.745894418454,0.0291000143915,ADRB3
TUBB2B_P2,0.277503333333,0.785936373762,0.0290303483352,TUBB2B
DGKA,0.0335833333333,0.137678315867,0.0289197654505,DGKA
NTC_2408,0.05659,0.308455733871,0.0289065767465,NTC
NTC_824,0.045116,0.228727333421,0.0289050060956,NTC
PTPN20B_ENST00000374233.3,0.231026666667,0.750572106878,0.028787673637,PTPN20B
SEC14L2,0.1021,0.522916332671,0.0287480716945,SEC14L2
NTC_2282,0.20983,0.729596917114,0.0287292961604,NTC
HSPG2,0.0563966666667,0.309924478312,0.0286914726197,HSPG2
NTC_1051,0.0370963333333,0.168674759909,0.0286736071161,NTC
NTC_2459,0.30358,0.804984637001,0.0286010028181,NTC
NTC_2130,0.38671,0.843419839884,0.028599597164,NTC
KCNJ6,0.139433333333,0.62362746253,0.0285942585046,KCNJ6
NTC_1428,0.161353333333,0.66568529462,0.0285161418852,NTC
NTC_123,0.185221,0.701944467745,0.0284679573108,NTC
NTC_930,0.06412,0.360961401728,0.0283756157819,NTC
NTC_675,0.0442366666667,0.228727333421,0.0283416331158,NTC
NTC_1311,0.11709,0.574320176244,0.0282006495223,NTC
MCCC1,0.145746666667,0.64119710004,0.0281303383002,MCCC1
NTC_188,0.15152,0.652281608388,0.028116788586,NTC
NTC_1000,0.156373333333,0.661205250921,0.0280946126118,NTC
NTC_2439,0.110483333333,0.557613123319,0.028025977236,NTC
NTC_2070,0.0330333333333,0.141815829967,0.0280213603805,NTC
NTC_840,0.08346,0.462625012655,0.0279399784808,NTC
NTC_309,0.0214866666667,0.0503836288909,0.0278834741372,NTC
NTC_501,0.100666666667,0.528957484057,0.0278423095348,NTC
NTC_467,0.0750666666667,0.425882916729,0.0278279475047,NTC
KCNJ3,0.1642,0.676937723877,0.0278239007,KCNJ3
PRSS8,0.0601833333333,0.346545915942,0.0276987300873,PRSS8
SIK2,0.152632,0.658970054853,0.0276468935789,SIK2
NTC_464,0.186667666667,0.711120309393,0.0276374393901,NTC
TNFSF11,0.231553333333,0.759954884832,0.0276039797602,TNFSF11
NTC_502,0.30037,0.809765367431,0.0275261475038,NTC
PCCB_P2,0.0536533333333,0.306992493628,0.0275173054362,PCCB
IL5_P1,0.0597233333333,0.346545915942,0.0274870200484,IL5
NTC_1783,0.06369,0.370777953931,0.0274431354832,NTC
NTC_1479,0.12663,0.608426982168,0.027325681995,NTC
NTC_560,0.18092,0.706527057174,0.02729561782,NTC
NTC_2274,0.289253333333,0.804984637001,0.027251253053,NTC
NTC_2122,0.221053333333,0.752914184962,0.027245822636,NTC
NTC_556,0.260384666667,0.785936218999,0.0272395421817,NTC
NTC_581,0.234972666667,0.767015098812,0.0270679317078,NTC
ABO_P2,0.0763766666667,0.442202379018,0.0270662810496,ABO
NTC_2413,0.166516666667,0.688262164657,0.0270166804093,NTC
NTC_2452,0.27167,0.795445187509,0.0270012110259,NTC
NTC_694,0.245436666667,0.776459078492,0.0269689313763,NTC
NTC_1167,0.136356666667,0.634583894779,0.026931935336,NTC
DRD3,0.120446666667,0.597672194229,0.0269242803325,DRD3
NTC_1332,0.08482,0.481639175292,0.0269115365777,NTC
NTC_2228,0.159928,0.679196651245,0.0268686179238,NTC
NTC_1595,0.0308066666667,0.135240280201,0.0267677259198,NTC
NDUFA4L2,0.0575803333333,0.343392853215,0.0267292944309,NDUFA4L2
NTC_426,0.275363333333,0.800211186859,0.0266538989089,NTC
NTC_329,0.158644666667,0.679196651245,0.026653012195,NTC
NTC_70,0.141283333333,0.647838282389,0.0266366260689,NTC
NTC_1231,0.261113333333,0.790686808616,0.0266323867322,NTC
NTC_90,0.08774,0.497151497582,0.0266300769005,NTC
CDKL5,0.0376216666667,0.195961197496,0.0266297411295,CDKL5
AKAP7,0.108143333333,0.568027674554,0.026563301553,AKAP7
"KCNK9_ENST00000303015.1,ENST00000520439.1",0.406003333333,0.860359158481,0.0265202245735,KCNK9
NTC_1180,0.315153333333,0.824149523325,0.0264709853692,NTC
KCNE1,0.351546666667,0.841005811947,0.0264366619025,KCNE1
NTC_1408,0.0685266666667,0.411676624607,0.0264131782503,NTC
NTC_1648,0.279406666667,0.804984637001,0.0263235748756,NTC
NTC_1527,0.0940033333333,0.524925849347,0.0263117248037,NTC
NTC_2366,0.0344103333333,0.172526814446,0.0262600186537,NTC
NTC_415,0.0236316666667,0.0775059608815,0.0262468625815,NTC
PTPN4,0.12075,0.606269400617,0.0262431228526,PTPN4
MMP26_ENST00000300762.1,0.0487433333333,0.289787365558,0.0262200408344,MMP26
NTC_964,0.06393,0.39090245957,0.026079066994,NTC
NTC_2334,0.101123333333,0.553473622328,0.0259788949919,NTC
DUSP14_P2,0.134229333333,0.64119710004,0.0259073956395,DUSP14
CHRNB3,0.112423333333,0.589130816839,0.025833562056,CHRNB3
SLC6A9,0.255303333333,0.793065222254,0.0257067720687,SLC6A9
PTS,0.03582,0.191726311584,0.0256943408818,PTS
CKS2,0.31036,0.826552933794,0.0256758743241,CKS2
NTC_1753,0.04868,0.29687519312,0.0256751020864,NTC
NTC_2171,0.04605,0.277317288867,0.0256509116477,NTC
GK,0.0551566666667,0.343392853215,0.0256042071626,GK
NTC_533,0.30456,0.824149523325,0.0255812090539,NTC
NTC_1525,0.238433333333,0.781193586604,0.0255699079771,NTC
F13A1,0.035323,0.189634285516,0.0255061427644,F13A1
ODC1,0.405466666667,0.865211105243,0.0254948985606,ODC1
ACAT1,0.10618,0.576425459406,0.0254042918691,ACAT1
GRID1,0.015626,0.0236831504752,0.0254010087737,GRID1
MAPK8IP3,0.252083333333,0.793065222254,0.0253825467443,MAPK8IP3
NTC_126,0.0192663333333,0.0482443075933,0.0253651667174,NTC
NTC_347,0.225313333333,0.771732860816,0.0253551868844,NTC
COX6A2,0.287446666667,0.816949905192,0.0252391319105,COX6A2
APCS,0.104006666667,0.572219248012,0.0252151201726,APCS
C8G,0.0417733333333,0.249659802281,0.0251747568871,C8G
NTC_2008,0.105883333333,0.57853366825,0.0251654360302,NTC
NTC_1961,0.104316666667,0.574320176244,0.0251242442224,NTC
NTC_1844,0.144546666667,0.670177302551,0.0251236973092,NTC
NTC_1044,0.169223333333,0.711120309393,0.0250546851627,NTC
ACY3_P2,0.0567566666667,0.362586518659,0.0250063259739,ACY3
NTC_292,0.102453333333,0.57012126755,0.0250019694961,NTC
CKMT1B_ENST00000441322.1,0.0468,0.292608882902,0.0249777447133,CKMT1B
NTC_27,0.257973333333,0.800211186859,0.0249706272241,NTC
CNR1,0.513083333333,0.894423281878,0.0248624301382,CNR1
NTC_1074,0.118443333333,0.61709263688,0.024831601665,NTC
NTC_951,0.019784,0.0556860167018,0.0248141581029,NTC
NTC_1660,0.286706666667,0.819347983096,0.0248091897538,NTC
NTC_1024,0.249406666667,0.795445187509,0.0247884640849,NTC
NTC_1777,0.03814,0.223989214428,0.024782338154,NTC
NTC_509,0.0396833333333,0.238416675618,0.024709358143,NTC
PPAT,0.15626,0.695091171159,0.0246825526657,PPAT
PDP2,0.0885933333333,0.526940081403,0.0246500997251,PDP2
NTC_1730,0.029197,0.143497481451,0.0246176175931,NTC
LEPREL1,0.020164,0.0601715962054,0.0246123491404,LEPREL1
NTC_332,0.204043333333,0.757605598034,0.0245988164172,NTC
CDKN1B,0.185143333333,0.736567241984,0.024584738856,CDKN1B
NRBP2,0.237923333333,0.788310721045,0.0245780910781,NRBP2
IGFBP7,0.243016333333,0.793065222254,0.0244695805903,IGFBP7
NTC_29,0.233278333333,0.785936218999,0.0244038755517,NTC
SLC1A4,0.0599733333333,0.392609367716,0.0243515328212,SLC1A4
ARL5B,0.0577566666667,0.379084198471,0.0243308227979,ARL5B
NTC_1668,0.0393333333333,0.240883635058,0.0243155796796,NTC
SIRPD,0.0428066666667,0.270550423577,0.0243035612727,SIRPD
PNCK,0.129696666667,0.650058692531,0.0242594281777,PNCK
NTC_2214,0.0528793333333,0.34812889168,0.0242324797263,NTC
PFKFB4,0.08566,0.522916332671,0.0241190971729,PFKFB4
NTC_526,0.159846666667,0.706527057174,0.0241162586952,NTC
NTC_817,0.028921,0.146906618288,0.0240899967804,NTC
NTC_438,0.05074,0.335590213944,0.0240604367271,NTC
NTC_1758,0.248446666667,0.800211186859,0.0240484898894,NTC
TNIK,0.19278,0.750572106878,0.0240218490957,TNIK
NTC_512,0.0970046666667,0.565937051117,0.0239826453787,NTC
TTBK1,0.25807,0.807374277784,0.0239811782178,TTBK1
CHRM1,0.251026666667,0.802597170289,0.0239736430529,CHRM1
NTC_2310,0.186216666667,0.743558840305,0.0239632281762,NTC
NTC_2182,0.0509333333333,0.338697289825,0.0239482563164,NTC
FTCD_P2,0.0528566666667,0.352907147088,0.0239091606139,FTCD
NTC_1325,0.0413233333333,0.263896754945,0.0239082736125,NTC
NTC_662,0.193963333333,0.752914184962,0.0239068576718,NTC
NTC_973,0.04522,0.29687519312,0.0238502078132,NTC
ADCK2,0.100936666667,0.580646199044,0.0238299774007,ADCK2
NTC_2288,0.02376,0.0993391393388,0.0238284194622,NTC
NTC_1233,0.078438,0.497151497582,0.0238068152715,NTC
NTC_1849,0.0950033333333,0.561767634392,0.0237929469619,NTC
CP,0.224493333333,0.783564093173,0.0237795626909,CP
AKAP3_P2,0.0795433333333,0.503036897773,0.0237357432553,AKAP3
NTC_1173,0.09591,0.565937051117,0.023712008889,NTC
MUSK,0.07764,0.495198411012,0.0236973396158,MUSK
NTC_241,0.176566666667,0.734241201619,0.0236884045152,NTC
SLC38A3,0.11039,0.610588642536,0.0236511986012,SLC38A3
NTC_1735,0.15671,0.706527057174,0.0236430260257,NTC
KCNN3,0.0262963333333,0.12658699926,0.0236038752972,KCNN3
B2M_P2,0.0984233333333,0.576425459406,0.0235484562699,B2M
NTC_1315,0.168186666667,0.724962531098,0.0234930601618,NTC
SRPK2_P2,0.232446666667,0.793065222254,0.0234053092849,SRPK2
PRKACB_ENST00000370685.3,0.119303333333,0.636785301096,0.0233842848736,PRKACB
SLC13A1,0.25125,0.807374277784,0.0233474290976,SLC13A1
NTC_611,0.0278533333333,0.145194386517,0.0233424908447,NTC
ERBB2,0.026625,0.132836449606,0.0233416779671,ERBB2
NTC_1932,0.0484,0.329431307418,0.0233401802989,NTC
NTC_2161,0.029181,0.159327419702,0.0232779602535,NTC
NTC_2044,0.129313,0.661205250921,0.0232328528351,NTC
NTC_606,0.29343,0.833772200338,0.0231670582579,NTC
NTC_2259,0.0987333333333,0.582761633129,0.0231538600358,NTC
PPTC7,0.0841666666667,0.530979574584,0.0231392838863,PPTC7
NTC_763,0.18235,0.74823187893,0.0229694975315,NTC
DGKQ_P2,0.0876166666667,0.547293110552,0.0229362926488,DGKQ
FST,0.3146,0.845835626267,0.0228758327336,FST
NTC_138,0.10598,0.608426982168,0.0228695868106,NTC
NTC_578,0.16315,0.724962531098,0.0227895162046,NTC
ESRRG_ENST00000493748.1,0.266432666667,0.821748080885,0.0227163959219,ESRRG
LIMK1_P1,0.085592,0.543191584075,0.0226859000342,LIMK1
NTC_314,0.149773333333,0.706527057174,0.0225964827896,NTC
NTC_1756,0.076045,0.505006318694,0.0225627939244,NTC
NTC_1300,0.0291366666667,0.168674759909,0.0225211835672,NTC
NTC_488,0.0632266666667,0.440371248944,0.0225201400844,NTC
NDUFA12,0.217396666667,0.788310721045,0.0224576337198,NDUFA12
NTC_627,0.18627,0.757605598034,0.0224561197819,NTC
NTC_663,0.284146666667,0.833772200338,0.0224341150545,NTC
NTC_2291,0.04609,0.326379491061,0.0224125133425,NTC
OPRL1_P2,0.0277146666667,0.156601459559,0.0223159658504,OPRL1
NTC_1852,0.257643333333,0.819347983096,0.0222942926992,NTC
SLC1A6,0.18691,0.759954884832,0.0222819502648,SLC1A6
MLKL,0.27719,0.831364289896,0.0222330312441,MLKL
NTC_2275,0.0366633333333,0.248392190437,0.0221762594253,NTC
NTC_427,0.182983333333,0.757605598034,0.0220598896839,NTC
NTC_1081,0.0985633333333,0.599815960823,0.0218792840907,NTC
NTC_1346,0.061952,0.444037010718,0.0218430875618,NTC
NTC_2063,0.0770233333333,0.520910004988,0.0218158810552,NTC
NTC_418,0.0519923333333,0.380758552361,0.0218030022983,NTC
NTC_1759,0.0685976666667,0.481639175292,0.0217645439241,NTC
NTC_1949,0.0819566666667,0.545240060714,0.0215883893557,NTC
NTC_359,0.0509966666667,0.377413501821,0.0215809003175,NTC
NTC_1534,0.182476666667,0.762305956772,0.0215086499839,NTC
NTC_1983,0.222075666667,0.800211186859,0.0214958988831,NTC
NTC_1459,0.0472683333333,0.351309509524,0.0214744809704,NTC
NTC_1950,0.134246666667,0.692811873822,0.021396861703,NTC
NTC_2095,0.149883333333,0.720338198663,0.0213529124272,NTC
NTC_1559,0.103033333333,0.621445645666,0.0212863621778,NTC
PDE3A,0.249496666667,0.821748080885,0.0212724105197,PDE3A
NTC_2175,0.184214666667,0.767015098812,0.0212208087334,NTC
PRKAA1,0.16276,0.741226077214,0.02116682571,PRKAA1
NTC_324,0.218614333333,0.800211186859,0.0211608578025,NTC
NTC_1567,0.0424333333333,0.317334645127,0.0211522745523,NTC
PPFIA4,0.095716,0.601963877868,0.0210986366007,PPFIA4
NTC_800,0.191924666667,0.776459078492,0.02108895641,NTC
POR,0.124373333333,0.676937723877,0.0210752209281,POR
NTC_2036,0.178536666667,0.762305956772,0.0210442394788,NTC
PTH,0.298085666667,0.850671240561,0.0209370154417,PTH
GRID2,0.171605666667,0.755258982629,0.0209194344817,GRID2
PPARD,0.129913,0.69053589347,0.0208917956956,PPARD
NTC_1003,0.04054,0.305532964706,0.0208757456715,NTC
NTC_2001,0.0939683333333,0.599815960823,0.0208592768832,NTC
NTC_1452,0.209793333333,0.795445187509,0.0208513051318,NTC
GSS,0.0826566666667,0.559688872741,0.0208338878553,GSS
NTC_621,0.221103333333,0.804984637001,0.0208306774483,NTC
S100A13,0.120701666667,0.672428035278,0.0208034377469,S100A13
NTC_982,0.0220366666667,0.114068375418,0.0207769349688,NTC
SPINK6,0.0519266666667,0.399480283576,0.020693018152,SPINK6
MAPK8,0.0340836666667,0.247129961082,0.0206913282816,MAPK8
GBA_P1,0.05959,0.449568604033,0.0206898878895,GBA
P2RY12,0.0274276666667,0.176444607589,0.0206637739428,P2RY12
NTC_1084,0.0388433333333,0.294026089306,0.0206496649488,NTC
NTC_41,0.07818,0.545240060714,0.0205935691198,NTC
NTC_1440,0.332253333333,0.86763887574,0.0204870718121,NTC
DOLPP1,0.16795,0.755258982629,0.020473793724,DOLPP1
MASP2,0.0429603333333,0.334044027885,0.0204575512756,MASP2
PYGM,0.22612,0.812158579991,0.0204320139959,PYGM
DGKI,0.04632,0.362586518659,0.0204080522542,DGKI
NTC_1326,0.210418,0.800211186859,0.0203674905904,NTC
MYLK3_P2,0.07147,0.518908419727,0.0203624664169,MYLK3
NTC_2407,0.0219263333333,0.118370344988,0.0203203848008,NTC
NTC_1761,0.0997833333333,0.625811942673,0.0203115114926,NTC
PROZ,0.245213333333,0.826552933794,0.0202863343512,PROZ
ACAD8,0.0595566666667,0.457003910255,0.0202540362008,ACAD8
NTC_700,0.0749966666667,0.537067754501,0.0202469192351,NTC
NTC_1800,0.0886833333333,0.591260532339,0.0202394087664,NTC
NTC_389,0.03717,0.285589094282,0.020230084017,NTC
IL6R,0.0350933333333,0.265218732708,0.0202276500978,IL6R
NTC_160,0.240476666667,0.824149523325,0.0201985943085,NTC
NTC_1607,0.20321,0.795445187509,0.0201969893348,NTC
NTC_962,0.0872933333333,0.587003958959,0.0201960956625,NTC
SDS,0.0625766666667,0.47589108935,0.0201805011016,SDS
NTC_1701,0.214076,0.804984637001,0.0201686154532,NTC
NTC_1524,0.126366666667,0.692811873822,0.0201409104425,NTC
NTC_162,0.272253333333,0.843419839884,0.0201348184942,NTC
NTC_976,0.0835433333333,0.574320176244,0.0201210715113,NTC
MMACHC,0.059685,0.460747314874,0.0200862220101,MMACHC
DAPK3,0.30718,0.860359158481,0.0200650633028,DAPK3
NTC_1093,0.0696283333333,0.516910041537,0.0199544380745,NTC
ACE_P1,0.0538866666667,0.427679028085,0.0198778238271,ACE
IMPA1,0.192416666667,0.788310721045,0.0198771355966,IMPA1
NTC_1031,0.05998,0.466394017815,0.0198681967799,NTC
NTC_1462,0.069327,0.516910041537,0.0198680804518,NTC
NTC_2028,0.309333333333,0.862784359016,0.019827566523,NTC
CPO,0.23103,0.821748080885,0.0196979184853,CPO
SLC12A3,0.338796666667,0.87493007771,0.0196592367338,SLC12A3
LGALS9,0.042588,0.346545915942,0.0196006676869,LGALS9
NTC_898,0.21383,0.809765367431,0.0195955525543,NTC
PTPN2,0.33747,0.87493007771,0.019582254707,PTPN2
NTC_2192,0.0933786666667,0.61709263688,0.0195768034335,NTC
GRK5,0.125906666667,0.69965748299,0.0195299517408,GRK5
NTC_1164,0.0339956666667,0.269210219101,0.0193744179859,NTC
SLC25A5,0.05805,0.464507801865,0.0193310556073,SLC25A5
NTC_850,0.0421666666667,0.34812889168,0.0193232938222,NTC
MAN1A1,0.0807533333333,0.576425459406,0.0193207878076,MAN1A1
ACHE_P1,0.0677766666667,0.518908419727,0.0193102014671,ACHE
MOK,0.110086666667,0.667930100931,0.0192947782389,MOK
TUBA4A,0.0462136666667,0.382438325217,0.0192913679605,TUBA4A
NTC_1703,0.159483333333,0.757605598034,0.0192268042978,NTC
MMP3,0.37818,0.889543526887,0.0192239469001,MMP3
MAPK6,0.212546666667,0.812158579991,0.0192055389533,MAPK6
NTC_1177,0.0853066666667,0.595531238403,0.0192021427605,NTC
TRAPPC6A,0.316746666667,0.870068138289,0.0191463017667,TRAPPC6A
NTC_149,0.187666666667,0.790686808616,0.0191411567522,NTC
MAPK3,0.237416666667,0.831364289896,0.0190428665099,MAPK3
NTC_2213,0.107686666667,0.66568529462,0.0190315762456,NTC
NTC_2547,0.042253,0.35450847853,0.0190296261564,NTC
SLC1A7,0.3742,0.889543526887,0.0190216323709,SLC1A7
NTC_1768,0.233263333333,0.82895765387,0.0190034165782,NTC
AK4,0.14609,0.741226077214,0.0189989037108,AK4
TUBA8,0.0525376666667,0.434905705463,0.0189978774308,TUBA8
MAP3K9,0.314276666667,0.870068138289,0.0189969983316,MAP3K9
LDHAL6A,0.18864,0.793065222254,0.0189943680708,LDHAL6A
NTC_1345,0.0295243333333,0.228727333421,0.0189157069547,NTC
NTC_2255,0.273983,0.85309103273,0.0189060936531,NTC
EPHA7,0.0313206666667,0.249659802281,0.0188754429192,EPHA7
NTC_1209,0.132446666667,0.720338198663,0.0188688229152,NTC
GABRA6,0.0237893333333,0.162089909681,0.0187993784002,GABRA6
NTC_254,0.10288,0.65673730982,0.0187867429701,NTC
NTC_2212,0.210653333333,0.814553206834,0.0187651131489,NTC
MTMR1,0.0628566666667,0.503036897773,0.0187564392811,MTMR1
NTC_367,0.14252,0.738895228433,0.0187295705045,NTC
NTC_521,0.204286,0.809765367431,0.0187209327461,NTC
CAPN1,0.17664,0.783564093173,0.0187106756862,CAPN1
NTC_922,0.280476666667,0.857935018332,0.0186644895319,NTC
NTC_1045,0.141923333333,0.738895228433,0.0186511582789,NTC
CD1A,0.0370743333333,0.315843751715,0.0185567311728,CD1A
EPOR_P1,0.348616666667,0.884667953269,0.0185532760122,EPOR
NTC_255,0.0907733333333,0.625811942673,0.0184774705518,NTC
CA9,0.027829,0.218166224081,0.0184008822414,CA9
NTC_727,0.0449366666667,0.39090245957,0.0183310861956,NTC
ALPL_P1,0.08198,0.597672194229,0.018325559044,ALPL
NTC_1202,0.04437,0.387503062398,0.0182682320807,NTC
NTC_2197,0.223806666667,0.82895765387,0.0182330041283,NTC
NTC_665,0.0491166666667,0.425882916729,0.018208028707,NTC
HPGDS,0.0669666666667,0.535034719316,0.0181893544074,HPGDS
NTC_523,0.157696666667,0.767015098812,0.0181660389033,NTC
NTC_1314,0.08299,0.604114581818,0.018164907746,NTC
IL11RA_P2,0.27808,0.860359158481,0.0181642450786,IL11RA
BDH1_P2,0.101503333333,0.663444061119,0.0180874564378,BDH1
NTC_794,0.29333,0.86763887574,0.0180870202696,NTC
GP1BA,0.21837,0.826552933794,0.0180656034159,GP1BA
NTC_1370,0.0725966666667,0.565937051117,0.0179482098354,NTC
MC2R,0.153296666667,0.764659651619,0.0178639403925,MC2R
B4GALT1,0.116956666667,0.704234681294,0.0178104642502,B4GALT1
NTC_686,0.179056666667,0.795445187509,0.0177963957826,NTC
PKN2,0.11247,0.695091171159,0.0177655618733,PKN2
NTC_1879,0.109496666667,0.688262164657,0.0177654075621,NTC
GAPDH_P2,0.385380666667,0.899307035753,0.017762969102,GAPDH
NTC_1113,0.12966,0.729596917114,0.017752659487,NTC
NTC_536,0.217613333333,0.82895765387,0.01772844779,NTC
PTGIR,0.25188,0.850671240561,0.0176916102959,PTGIR
TXK_P2,0.0269363333333,0.220482398894,0.017687098819,TXK
NTC_1747,0.0576043333333,0.49324863333,0.0176807347491,NTC
PPP1R3F,0.0971233333333,0.658970054853,0.0175923689705,PPP1R3F
NTC_325,0.104506666667,0.679196651245,0.0175575865212,NTC
ADRA2B,0.258316666667,0.855512477341,0.0175070638849,ADRA2B
NTC_1142,0.066459,0.545240060714,0.0175061142253,NTC
NTC_2256,0.044091,0.40120881315,0.0174877928551,NTC
NTC_766,0.180659,0.800211186859,0.0174869568315,NTC
NTC_1262,0.0663386666667,0.545240060714,0.0174744169521,NTC
NTC_44,0.0562966666667,0.48936223984,0.0174727708023,NTC
AVPR2,0.265986666667,0.860359158481,0.0173743059586,AVPR2
NTC_150,0.09069,0.643407466268,0.01736839593,NTC
ASS1,0.145596666667,0.759954884832,0.0173568973591,ASS1
INPP5B_P1,0.0447533333333,0.409921256458,0.0173329463429,INPP5B
NTC_248,0.0996533333333,0.670177302551,0.0173207742542,NTC
NTC_2090,0.0918466666667,0.647838282389,0.0173161636122,NTC
CALM2,0.0925206666667,0.650058692531,0.0173057529206,CALM2
PIK3C2A_ENST00000265970.7,0.191023333333,0.812158579991,0.0172607085627,PIK3C2A
NTC_18,0.0210393333333,0.152135997278,0.0172052938419,NTC
NTC_871,0.164433333333,0.785936218999,0.0172018144415,NTC
CD247,0.0890933333333,0.64119710004,0.0171957662174,CD247
PDE4B_ENST00000423207.2,0.28415,0.870068138289,0.0171759397005,PDE4B
NTC_1880,0.0349803333333,0.326379491061,0.0170101364192,NTC
SBK1,0.145906666667,0.764659651619,0.0170027702029,SBK1
NTC_274,0.0959233333333,0.66568529462,0.0169526301498,NTC
NTC_1305,0.161993333333,0.785936218999,0.0169465594613,NTC
PLAUR,0.0787966666667,0.610588642536,0.0168822865517,PLAUR
PCSK2,0.051203,0.468285305255,0.0168708493386,PCSK2
SIK1,0.138306666667,0.755258982629,0.0168601498302,SIK1
NTC_2149,0.0904133333333,0.652281608388,0.0167775381381,NTC
RDH13_P2,0.08295,0.628000353286,0.016759227286,RDH13
NTC_2333,0.0659933333333,0.557613123319,0.0167403317942,NTC
NTC_1596,0.112613333333,0.711120309393,0.0166731830429,NTC
NTC_2166,0.280966666667,0.872498388879,0.0166431634235,NTC
TXK_P1,0.061913,0.539105421147,0.0166128862715,TXK
NTC_1599,0.15876,0.785936218999,0.0166083117417,NTC
ULK4,0.183726666667,0.812158579991,0.0166013878682,ULK4
NTC_1454,0.06063,0.533004817001,0.0165682913482,NTC
NTC_537,0.107686666667,0.701944467745,0.0165511439286,NTC
NTC_2071,0.0620133333333,0.541146201331,0.0165380497255,NTC
NTC_345,0.215183333333,0.838592987615,0.0164505019162,NTC
NTC_797,0.161073333333,0.790686808616,0.0164287562447,NTC
NTC_2293,0.0760933333333,0.608426982168,0.0164202971539,NTC
UGDH,0.0723733333333,0.593394468201,0.0164038869059,UGDH
FBP2,0.158023,0.788310721045,0.0163241815421,FBP2
NTC_2431,0.0415233333333,0.404680196338,0.0163140213786,NTC
PKN1_P1,0.125326666667,0.741226077214,0.0162986465357,PKN1
NAGPA,0.122723333333,0.736567241984,0.0162961368752,NAGPA
GLRA1,0.0717666666667,0.593394468201,0.0162663819586,GLRA1
DHODH_P2,0.07275,0.597672194229,0.0162623130087,DHODH
PPFIA3_P2,0.0415566666667,0.406423038084,0.0162495577004,PPFIA3
CUTA,0.23954,0.855512477341,0.0162345006116,CUTA
PLIN3,0.04032,0.396035826925,0.0162193459417,PLIN3
NTC_2466,0.204786666667,0.833772200338,0.0161684375732,NTC
S100G,0.178901666667,0.812158579991,0.0161654049055,S100G
NTC_2426,0.120446666667,0.734241201619,0.0161592752266,NTC
NTC_2292,0.272523333333,0.872498388879,0.0161430194805,NTC
NTC_1371,0.0113706666667,0.038082038671,0.0161381576296,NTC
PSAT1,0.229696666667,0.850671240561,0.0161334917934,PSAT1
NTC_2104,0.054278,0.505006318694,0.0161044556332,NTC
NTC_743,0.11517,0.724962531098,0.0160874568268,NTC
FGB,0.05918,0.535034719316,0.0160743553086,FGB
NTC_1406,0.117311666667,0.729596917114,0.0160619626113,NTC
PLAU,0.0300933333333,0.292608882902,0.0160611879823,PLAU
SLC22A6,0.33084,0.894423281878,0.0160314823198,SLC22A6
NTC_1792,0.0987716666667,0.688262164657,0.0160253180973,NTC
NTC_192,0.168896666667,0.804984637001,0.0159121616684,NTC
NTC_2221,0.208002,0.838592987615,0.0159014977906,NTC
SELE,0.116986666667,0.731918070545,0.015856083876,SELE
NTC_936,0.017886,0.130465125949,0.0158202664843,NTC
CHM,0.0230916666667,0.206847493168,0.0158027760345,CHM
NTC_540,0.0972233333333,0.688262164657,0.0157741070463,NTC
SLC7A2,0.0914533333333,0.672428035278,0.0157623650053,SLC7A2
STK38,0.0324903333333,0.3279035436,0.0157335703026,STK38
NTC_2106,0.146129666667,0.781193586604,0.0156711399247,NTC
NTC_1508,0.0871443333333,0.661205250921,0.0156566738978,NTC
ALDH1L1,0.016223,0.109206374133,0.0156025028921,ALDH1L1
KCNH7,0.0516766666667,0.499109478971,0.0155962341137,KCNH7
DECR1,0.0311536666667,0.315843751715,0.0155932734429,DECR1
SLC3A1,0.0303633333333,0.306992493628,0.0155725108858,SLC3A1
NTC_1977,0.0203233333333,0.172526814446,0.0155096176276,NTC
EEA1,0.0469933333333,0.468285305255,0.0154838084992,EEA1
NTC_1947,0.155763,0.795445187509,0.0154812442781,NTC
